,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
2732,225000,110000,Petrol,Individual,Manual,1.0,19.81,1086 ,68.05,5.0,9
2733,600000,30000,Diesel,Individual,Manual,2.0,20.77,1248 ,88.76,7.0,8
2734,620000,148000,Diesel,Individual,Manual,2.0,20.77,1248 ,88.8,7.0,7
2735,750000,35000,Diesel,Individual,Manual,1.0,18.49,1493 ,100,7.0,5
2736,400000,80000,Petrol,Individual,Manual,2.0,18.9,1197 ,82,5.0,5
2737,110000,110000,Petrol,Individual,Manual,1.0,18.9,998 ,67.1,5.0,16
2738,119000,95000,Diesel,Individual,Manual,2.0,19.4,1405 ,70,5.0,9
2739,600000,25000,Diesel,Individual,Manual,1.0,25.8,1498 ,98.6,5.0,6
2740,200000,80000,CNG,Individual,Manual,1.0,26.3,998 ,67.1,5.0,10
2741,280000,60000,Diesel,Individual,Manual,2.0,23.0,1248 ,88.7,5.0,7
2742,375000,100000,Petrol,Individual,Manual,1.0,15.0,1598 ,105,5.0,8
2743,350000,50000,Petrol,Individual,Manual,1.0,19.44,1198 ,67,7.0,5
2744,620000,31000,Diesel,Individual,Manual,1.0,25.4,1186 ,73.97,5.0,4
2745,570000,120000,Diesel,Individual,Manual,1.0,26.59,1248 ,74,5.0,4
2746,290000,105000,Diesel,Individual,Manual,2.0,19.3,1248 ,73.9,5.0,9
2747,711000,120000,Diesel,Individual,Manual,1.0,24.52,1248 ,88.5,7.0,5
2748,370000,60000,Diesel,Individual,Manual,1.0,22.9,1248 ,74,5.0,9
2749,550000,15000,Petrol,Individual,Manual,1.0,23.26,1197 ,88.50,5.0,1
2750,325000,150000,Petrol,Individual,Manual,2.0,18.6,1197 ,85.8,5.0,8
2751,670000,93000,Diesel,Individual,Manual,1.0,27.4,1498 ,98.63,5.0,3
2752,385000,42000,Petrol,Individual,Manual,2.0,19.81,1086 ,68.05,5.0,4
2753,114999,80000,Petrol,Individual,Manual,2.0,17.92,1086 ,62.1,5.0,13
2754,200000,90000,Petrol,Individual,Manual,1.0,17.92,1086 ,62.1,5.0,11
2755,860000,6500,Diesel,Individual,Automatic,1.0,24.3,1248 ,88.5,5.0,2
2756,600000,60000,Diesel,Individual,Manual,1.0,27.39,1248 ,74,5.0,3
2757,265000,110000,Petrol,Individual,Manual,1.0,23.95,998 ,67.05,5.0,5
2758,155000,60000,CNG,Individual,Manual,2.0,23.7,1193 ,55.23,5.0,6
2759,900000,60000,Diesel,Individual,Manual,1.0,25.1,1248 ,88.5,5.0,2
2760,650000,170000,Diesel,Individual,Manual,3.0,20.77,1248 ,88.76,7.0,8
2761,70000,220000,Petrol,Individual,Manual,2.0,16.1,796 ,37,4.0,17
2762,180000,80000,Petrol,Individual,Manual,1.0,22.74,796 ,47.3,5.0,9
2763,200000,57000,Petrol,Individual,Manual,1.0,21.1,814 ,55.2,5.0,8
2764,300000,100000,Petrol,Individual,Manual,1.0,19.81,1086 ,68.05,5.0,7
2765,650000,40000,Petrol,Individual,Manual,1.0,17.01,1591 ,121.3,5.0,6
2766,267000,40000,Petrol,Individual,Manual,1.0,22.74,796 ,47.3,5.0,7
2767,450000,50000,CNG,Individual,Manual,1.0,26.6,998 ,58.16,5.0,3
2768,400000,90000,Petrol,Individual,Manual,2.0,18.9,1197 ,82,5.0,7
2769,310000,86000,Diesel,Individual,Manual,1.0,14.0,2498 ,112,8.0,9
2770,70000,15000,Petrol,Individual,Manual,1.0,26.0,624 ,35,4.0,12
2771,675000,70000,Diesel,Individual,Manual,2.0,15.96,2523 ,62.1,7.0,4
2772,350000,120000,Petrol,Individual,Manual,1.0,14.09,1596 ,99.6,5.0,8
2773,240000,80000,Petrol,Individual,Manual,2.0,23.95,998 ,67.05,5.0,7
2774,185000,80000,Diesel,Individual,Manual,2.0,19.09,1405 ,69.01,5.0,7
2775,250000,50000,Petrol,Individual,Manual,1.0,21.1,814 ,55.2,5.0,4
2776,135000,100000,Petrol,Individual,Manual,1.0,19.7,796 ,46.3,5.0,12
2777,500000,80000,Diesel,Individual,Manual,1.0,22.32,1582 ,126.32,5.0,10
2778,300000,108957,Diesel,Individual,Manual,1.0,13.93,2179 ,138,7.0,11
2779,328000,68000,Petrol,Individual,Manual,2.0,23.84,1199 ,84,5.0,4
2780,509999,65000,Diesel,Individual,Manual,1.0,15.96,2523 ,62.1,7.0,6
2781,575000,110000,Diesel,Individual,Manual,2.0,14.02,2179 ,118.3,8.0,6
2782,700000,50000,Diesel,Individual,Manual,1.0,12.2,2498 ,112,8.0,9
2783,105000,100000,Petrol,Individual,Manual,3.0,18.9,1061 ,67,5.0,13
2784,60000,80000,Petrol,Individual,Manual,2.0,16.1,796 ,37,4.0,13
2785,112999,80000,Petrol,Individual,Manual,3.0,19.7,796 ,46.3,5.0,13
2786,229999,120000,Diesel,Individual,Manual,2.0,19.1,1405 ,70,5.0,6
2787,325000,150000,Diesel,Individual,Manual,1.0,20.0,1399 ,68,5.0,9
2788,650000,20000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,4
2789,85000,80000,Diesel,Individual,Manual,2.0,17.0,1405 ,70,5.0,12
2790,570000,93000,Diesel,Individual,Manual,2.0,24.5,1498 ,98.6,7.0,6
2791,525000,134000,Diesel,Individual,Manual,1.0,25.2,1248 ,74,5.0,6
2792,350000,90000,Petrol,Individual,Manual,2.0,18.5,1197 ,82.85,5.0,8
2793,250000,60000,Petrol,Individual,Manual,1.0,16.6,1197 ,85,5.0,14
2794,300000,120000,Diesel,Individual,Manual,2.0,14.0,2489 ,95,8.0,11
2795,1325000,30000,Diesel,Individual,Manual,1.0,17.1,1956 ,170,5.0,4
2796,650000,22200,Diesel,Individual,Manual,1.0,22.54,1396 ,88.73,5.0,4
2797,520000,6000,Petrol,Individual,Manual,1.0,18.9,1197 ,81.86,5.0,3
2798,500000,32000,Petrol,Individual,Manual,1.0,20.4,1197 ,81.80,5.0,5
2799,220000,90000,Petrol,Individual,Manual,1.0,25.17,799 ,53.3,5.0,5
2800,650000,78000,Diesel,Individual,Manual,3.0,28.09,1248 ,88.5,5.0,4
2801,819999,12000,Petrol,Individual,Manual,1.0,17.5,1199 ,88.7,5.0,4
2802,645000,120000,Diesel,Individual,Manual,1.0,19.87,1461 ,83.8,5.0,5
2803,780000,40000,Diesel,Individual,Manual,1.0,24.52,1248 ,88.5,7.0,6
2804,215000,110000,Petrol,Individual,Manual,2.0,17.7,1497 ,78,5.0,13
2805,600000,260000,Diesel,Individual,Manual,3.0,12.8,2494 ,102,7.0,14
2806,114999,10000,Petrol,Individual,Manual,1.0,19.7,796 ,46.3,5.0,10
2807,75000,12000,Petrol,Individual,Manual,1.0,16.84,1193 ,64.4,5.0,9
2808,120000,60000,Petrol,Individual,Manual,1.0,18.6,1199 ,79.4,5.0,10
2809,250000,41000,Petrol,Individual,Manual,1.0,25.17,799 ,53.3,5.0,5
2810,200000,25000,Petrol,Individual,Manual,1.0,16.8,796 ,34.2,8.0,3
2811,380000,30000,Petrol,Individual,Manual,1.0,19.1,1197 ,82,5.0,6
2812,560000,50000,Diesel,Individual,Manual,1.0,25.8,1498 ,98.6,5.0,3
2813,575000,10000,Petrol,Individual,Manual,1.0,20.89,1197 ,81.80,5.0,3
2814,620000,40000,Diesel,Individual,Manual,1.0,16.5,1493 ,70,7.0,4
2815,525000,120000,Diesel,Individual,Manual,1.0,12.05,2179 ,120,8.0,9
2816,635000,40000,Diesel,Individual,Manual,1.0,26.59,1248 ,74,5.0,4
2817,650000,80000,Diesel,Individual,Manual,1.0,19.72,1461 ,108.45,5.0,5
2818,39000,42108,Petrol,Individual,Manual,1.0,16.1,796 ,37,4.0,20
2819,550000,70000,Diesel,Individual,Manual,2.0,25.83,1498 ,99,5.0,4
2820,145000,150000,Diesel,Individual,Manual,3.0,21.1,1248 ,73.9,5.0,12
2821,130000,100000,Diesel,Individual,Manual,3.0,16.1,1405 ,70,5.0,14
2822,825000,79000,Diesel,Dealer,Manual,1.0,25.47,1248 ,88.50,7.0,4
2823,1650000,91000,Diesel,Dealer,Automatic,2.0,12.55,2982 ,168.5,7.0,6
2824,875000,50000,Diesel,Dealer,Manual,1.0,24.3,1248 ,88.5,5.0,3
2825,650000,81000,Diesel,Dealer,Manual,2.0,28.09,1248 ,88.5,5.0,5
2826,2000000,51000,Diesel,Individual,Automatic,1.0,14.74,2993 ,270.9,5.0,7
2827,2850000,27000,Diesel,Dealer,Automatic,1.0,17.05,1995 ,184,5.0,3
2828,2800000,26000,Diesel,Dealer,Automatic,1.0,15.73,1968 ,174.33,5.0,3
2829,3900000,17100,Diesel,Dealer,Automatic,1.0,22.48,1995 ,187.74,5.0,3
2830,246000,56000,Diesel,Dealer,Manual,1.0,22.1,1248 ,74,5.0,8
2831,325000,60000,Diesel,Dealer,Manual,2.0,24.7,1498 ,98.63,5.0,8
2832,1450000,22000,Petrol,Dealer,Automatic,1.0,16.0,1368 ,160,5.0,2
2833,850000,30000,Petrol,Dealer,Automatic,1.0,15.4,1497 ,117.3,7.0,4
2834,560000,43001,Diesel,Dealer,Manual,1.0,22.27,1498 ,108.6,5.0,6
2835,575000,60000,Diesel,Dealer,Manual,1.0,25.47,1248 ,88.50,7.0,6
2836,470000,9000,Petrol,Dealer,Automatic,1.0,21.63,998 ,67.04,5.0,2
2837,221000,65000,Diesel,Dealer,Manual,1.0,19.09,1405 ,69.01,5.0,7
2838,680000,95000,Diesel,Dealer,Manual,1.0,12.99,2494 ,100.6,8.0,7
2839,700000,62000,Diesel,Dealer,Manual,1.0,13.1,2499 ,141,7.0,8
2840,1950000,48000,Diesel,Dealer,Automatic,1.0,9.0,1984 ,181,5.0,5
2841,875000,72000,Diesel,Dealer,Automatic,1.0,17.01,1582 ,126.2,5.0,6
2842,850000,35000,Diesel,Individual,Manual,3.0,22.0,1582 ,126.2,5.0,4
2843,550000,100600,Diesel,Individual,Manual,3.0,20.46,1461 ,83.8,5.0,8
2844,480000,105000,Diesel,Individual,Manual,3.0,23.4,1248 ,74,5.0,8
2845,1050000,90000,Diesel,Individual,Manual,1.0,15.4,2179 ,120,7.0,4
2846,631000,92385,Diesel,Individual,Manual,1.0,15.96,2523 ,62.1,7.0,5
2847,165000,25000,Petrol,Individual,Manual,1.0,25.4,624 ,37.5,4.0,6
2848,320000,60000,Petrol,Individual,Manual,2.0,21.1,1197 ,85.80,5.0,11
2849,360000,100000,Petrol,Individual,Manual,2.0,18.5,1197 ,85.80,5.0,9
2851,175000,25000,Petrol,Individual,Manual,3.0,13.0,1795 ,127,5.0,15
2852,725000,120000,Diesel,Individual,Manual,1.0,22.54,1396 ,88.73,5.0,5
2853,280000,185000,Diesel,Individual,Manual,3.0,19.5,1248 ,75,5.0,7
2854,325000,134000,Diesel,Individual,Manual,2.0,22.07,1199 ,73.9,5.0,10
2855,320000,120000,Diesel,Individual,Manual,3.0,20.0,1399 ,68.05,5.0,7
2856,500000,120000,Petrol,Individual,Manual,1.0,18.9,1197 ,81.86,5.0,3
2857,825000,165000,Diesel,Individual,Manual,2.0,15.1,2179 ,140,7.0,7
2858,350000,120000,Diesel,Individual,Manual,3.0,23.2,1248 ,73.94,5.0,5
2859,470000,89000,Diesel,Individual,Manual,1.0,23.0,1396 ,90,5.0,10
2860,125000,120000,Diesel,Individual,Manual,3.0,19.2,1461 ,65,5.0,12
2861,140000,120000,Petrol,Individual,Automatic,1.0,13.1,1795 ,127,5.0,15
2862,484999,50000,Diesel,Individual,Manual,1.0,25.8,1498 ,98.6,5.0,8
2863,308000,15000,Petrol,Individual,Manual,1.0,24.7,796 ,47.3,5.0,3
2864,570000,13000,Petrol,Individual,Manual,1.0,18.9,1197 ,81.86,5.0,2
2865,900000,240000,Diesel,Individual,Manual,1.0,11.5,2982 ,171,7.0,11
2866,1800000,45000,Diesel,Individual,Manual,1.0,16.3,1956 ,170,5.0,4
2868,680000,28000,Petrol,Individual,Automatic,1.0,21.21,1197 ,81.80,5.0,3
2869,700000,70000,Diesel,Individual,Manual,1.0,28.4,1248 ,74.02,5.0,4
2870,240000,116000,Diesel,Individual,Manual,1.0,14.0,2498 ,112,7.0,10
2871,280000,90000,Petrol,Individual,Manual,1.0,21.1,814 ,55.2,5.0,7
2872,125000,120000,Diesel,Individual,Manual,2.0,17.0,1405 ,71,5.0,11
2874,434999,50000,Petrol,Individual,Manual,2.0,20.4,1197 ,83.11,5.0,6
2875,1050000,120000,Diesel,Individual,Manual,1.0,12.99,2494 ,100.6,7.0,6
2876,1200000,72500,Diesel,Individual,Automatic,2.0,23.3,1984 ,150,5.0,8
2877,400000,120000,Diesel,Individual,Manual,2.0,20.54,1598 ,103.6,5.0,8
2878,850000,120000,Diesel,Individual,Manual,1.0,15.1,2179 ,140,7.0,7
2879,475000,83000,Diesel,Individual,Manual,2.0,22.54,1396 ,88.73,5.0,7
2880,150000,40000,Petrol,Individual,Manual,3.0,14.2,1597 ,92,5.0,18
2881,2900000,46000,Diesel,Individual,Manual,1.0,14.24,2755 ,174.5,7.0,3
2882,1100000,137000,Diesel,Individual,Manual,1.0,12.99,2494 ,100.6,7.0,6
2883,285000,25000,Petrol,Individual,Manual,2.0,24.7,796 ,47.3,5.0,4
2884,650000,50000,Diesel,Individual,Manual,1.0,24.0,1186 ,73.97,5.0,3
2885,275000,60000,Petrol,Individual,Manual,1.0,19.0,998 ,66.1,5.0,9
2886,60000,100000,Petrol,Individual,Manual,2.0,16.1,796 ,37,4.0,21
2887,229999,105000,Diesel,Individual,Manual,2.0,19.2,1461 ,65,5.0,10
2888,300000,20000,Petrol,Individual,Manual,1.0,23.95,998 ,67.05,5.0,6
2889,940000,50000,Diesel,Individual,Manual,1.0,24.52,1248 ,88.5,7.0,5
2890,600000,120000,Diesel,Individual,Manual,2.0,26.21,1248 ,88.5,5.0,6
2891,800000,70000,Diesel,Individual,Manual,1.0,27.39,1248 ,74,5.0,4
2892,580000,90000,Diesel,Individual,Manual,2.0,22.71,1461 ,84.8,5.0,4
2893,450000,75000,Petrol,Individual,Manual,1.0,20.3,1199 ,84,5.0,3
2894,290000,82500,Diesel,Individual,Manual,2.0,16.52,1991 ,123.7,5.0,10
2895,530000,110000,Diesel,Individual,Manual,1.0,25.8,1498 ,98.6,5.0,7
2896,960000,20000,Diesel,Individual,Manual,1.0,24.0,1396 ,88.76,5.0,2
2897,290000,110000,Petrol,Individual,Manual,3.0,17.0,1497 ,118,5.0,12
2898,160000,100000,Diesel,Individual,Manual,1.0,14.8,1998 ,68,5.0,13
2899,400000,52000,Petrol,Individual,Manual,1.0,21.63,998 ,67,5.0,4
2900,700000,90000,Diesel,Individual,Manual,1.0,24.3,1248 ,88.5,5.0,4
2901,361000,90000,Diesel,Individual,Manual,1.0,20.54,1598 ,103.6,5.0,9
2902,390000,53000,Diesel,Individual,Manual,2.0,21.9,1396 ,88.76,5.0,8
2903,200000,180000,Diesel,Individual,Manual,1.0,18.4,1248 ,75,5.0,9
2904,390000,53000,Diesel,Individual,Manual,2.0,21.9,1396 ,88.76,5.0,8
2905,500000,53000,Diesel,Individual,Manual,1.0,22.9,1248 ,74,5.0,8
2906,200000,50600,Petrol,Individual,Manual,1.0,19.7,796 ,46.3,5.0,10
2907,503000,110000,Diesel,Individual,Manual,1.0,14.1,2179 ,147.94,7.0,6
2908,775000,32000,Diesel,Dealer,Manual,1.0,24.3,1248 ,88.5,5.0,4
2909,750000,5000,Diesel,Individual,Manual,1.0,24.3,1248 ,88.5,5.0,3
2910,570000,25000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,3
2911,484999,30000,Petrol,Individual,Manual,1.0,18.7,1199 ,88.7,5.0,5
2912,700000,43000,Petrol,Dealer,Manual,1.0,15.4,1497 ,117.3,7.0,4
2913,415000,60000,Petrol,Dealer,Manual,1.0,17.7,1497 ,113.42,5.0,9
2914,484999,54000,Diesel,Dealer,Manual,1.0,23.0,1498 ,98.96,5.0,7
2915,675000,52000,Diesel,Individual,Manual,1.0,23.65,1248 ,88.5,5.0,5
2916,680000,50000,Petrol,Individual,Manual,1.0,15.85,1499 ,110.4,5.0,6
2917,235000,52000,Petrol,Dealer,Manual,1.0,24.7,796 ,47.3,5.0,8
2918,1700000,15000,Diesel,Individual,Manual,1.0,15.1,2179 ,152.87,7.0,3
2919,1200000,50000,Diesel,Individual,Automatic,2.0,16.0,2179 ,140,7.0,6
2920,630000,56000,Diesel,Individual,Manual,2.0,25.1,1498 ,98.6,5.0,7
2921,640000,82000,Diesel,Individual,Manual,1.0,25.83,1498 ,99,5.0,3
2922,355000,121000,Petrol,Dealer,Manual,1.0,19.1,1197 ,82,5.0,7
2923,560000,101903,Diesel,Individual,Manual,2.0,12.05,2179 ,120,8.0,9
2924,580000,120000,Diesel,Individual,Manual,1.0,23.4,1248 ,74,5.0,3
2925,185000,85568,Diesel,Dealer,Manual,1.0,18.5,1399 ,68,5.0,11
2926,660000,10000,Petrol,Individual,Automatic,1.0,21.4,1197 ,83.1,5.0,2
2927,220000,10000,Petrol,Individual,Manual,1.0,20.3,998 ,68.05,5.0,7
2928,150000,60000,Petrol,Individual,Manual,4.0,17.92,1086 ,62.1,5.0,14
2929,484999,80000,Diesel,Individual,Manual,2.0,13.5,2179 ,115,5.0,10
2930,509999,10000,Petrol,Individual,Manual,1.0,21.21,1197 ,81.80,5.0,2
2931,515000,60000,Diesel,Individual,Manual,1.0,15.96,2523 ,62.1,7.0,7
2932,1250000,42000,Petrol,Individual,Automatic,1.0,11.9,1595 ,120.7,5.0,7
2933,350000,50000,Diesel,Individual,Manual,4.0,18.2,1248 ,73.8,8.0,7
2934,375000,11500,Petrol,Individual,Manual,1.0,23.95,998 ,67.05,5.0,3
2935,950000,15000,Diesel,Individual,Manual,1.0,22.1,1396 ,88.7,5.0,2
2936,615000,32000,Diesel,Individual,Manual,1.0,26.59,1248 ,74,5.0,6
2937,275000,50000,Petrol,Individual,Manual,1.0,18.6,1197 ,85.8,5.0,10
2938,7200000,5000,Diesel,Individual,Automatic,1.0,13.38,2993 ,265,7.0,1
2939,400000,10000,Petrol,Individual,Manual,1.0,15.37,1196 ,73,5.0,4
2940,930000,15000,Diesel,Individual,Manual,1.0,25.1,1248 ,88.5,5.0,2
2941,310000,100000,Petrol,Individual,Manual,1.0,19.1,1197 ,85.8,5.0,9
2943,1670000,25000,Diesel,Individual,Manual,2.0,13.68,2393 ,147.8,7.0,5
2944,356000,70000,Diesel,Individual,Manual,2.0,23.4,1248 ,74,5.0,8
2945,500000,32000,Petrol,Individual,Manual,1.0,16.8,1497 ,116.3,5.0,8
2946,409999,35000,Petrol,Individual,Manual,2.0,23.84,1199 ,84,5.0,3
2947,980000,50000,Diesel,Individual,Manual,1.0,24.3,1248 ,88.5,5.0,2
2948,150000,100000,Diesel,Individual,Manual,2.0,13.6,2523 ,63,7.0,16
2949,750000,3100,Petrol,Individual,Automatic,1.0,18.2,1199 ,88.7,5.0,2
2950,500000,60000,Petrol,Individual,Automatic,1.0,13.7,1798 ,157.75,5.0,8
2951,355000,170000,Diesel,Individual,Manual,1.0,22.9,1248 ,74,5.0,8
2952,200000,50000,Diesel,Individual,Manual,2.0,17.0,1405 ,71,5.0,10
2953,370000,120000,Diesel,Individual,Manual,2.0,12.8,2494 ,102,8.0,13
2954,450000,20000,Petrol,Individual,Manual,1.0,19.1,1197 ,82,5.0,6
2955,486000,10000,Petrol,Individual,Manual,1.0,18.9,1197 ,82,5.0,6
2956,242000,120000,Diesel,Individual,Manual,1.0,21.5,1248 ,88.8,5.0,10
2957,580000,25000,Petrol,Individual,Manual,1.0,18.9,1197 ,81.86,5.0,3
2958,500000,130000,Diesel,Individual,Manual,2.0,22.77,1498 ,98.59,5.0,7
2960,300000,40000,Diesel,Individual,Manual,1.0,17.21,1493 ,100,7.0,8
2961,710000,60000,Diesel,Individual,Manual,1.0,18.06,2523 ,63,7.0,5
2962,220000,70000,Diesel,Individual,Manual,3.0,20.86,1199 ,75,5.0,9
2963,654000,1000,Petrol,Individual,Automatic,1.0,21.21,1197 ,81.80,5.0,1
2964,835000,10000,Petrol,Individual,Automatic,1.0,14.84,1598 ,103.2,5.0,2
2965,250000,47000,Petrol,Individual,Manual,1.0,15.3,1596 ,101,5.0,11
2966,600000,18000,Petrol,Individual,Manual,1.0,21.21,1197 ,81.80,5.0,2
2967,459999,60000,Petrol,Individual,Manual,1.0,20.85,1197 ,83.14,5.0,5
2968,275000,20000,Petrol,Individual,Manual,1.0,23.01,999 ,67,5.0,3
2969,408000,60000,Petrol,Individual,Manual,1.0,18.16,1196 ,86.8,5.0,4
2970,1200000,25000,Diesel,Individual,Manual,1.0,15.1,2179 ,152.87,7.0,3
2971,375000,52000,Petrol,Individual,Manual,1.0,19.1,1197 ,81.86,5.0,7
2972,94500,44000,Petrol,Individual,Manual,1.0,19.7,796 ,46.3,5.0,15
2973,300000,17000,Petrol,Individual,Manual,1.0,16.47,1198 ,73.9,5.0,10
2974,350000,35000,Petrol,Individual,Manual,1.0,17.0,1497 ,118,5.0,12
2975,975000,120000,Diesel,Individual,Manual,3.0,11.5,2982 ,171,7.0,10
2976,600000,100000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,6
2977,700000,300000,Diesel,Individual,Manual,2.0,12.99,2494 ,100.6,7.0,7
2978,640000,90000,Diesel,Individual,Manual,1.0,16.5,1493 ,70,7.0,4
2979,1110000,186000,Diesel,Individual,Manual,1.0,19.67,1582 ,126.2,5.0,4
2980,570000,79000,Diesel,Individual,Manual,2.0,20.77,1248 ,88.76,7.0,7
2981,451999,120000,Diesel,Individual,Manual,1.0,12.8,2494 ,102,7.0,11
2982,240000,59300,Petrol,Individual,Manual,1.0,25.17,799 ,53.3,5.0,5
2983,680000,120000,Diesel,Individual,Manual,1.0,15.4,2523 ,75,7.0,7
2984,350000,60000,Diesel,Individual,Manual,1.0,22.95,1248 ,74,5.0,6
2985,360000,60000,Petrol,Individual,Manual,3.0,15.04,1598 ,103.6,5.0,9
2986,250000,80000,Petrol,Individual,Manual,2.0,15.6,1196 ,70,5.0,11
2987,550000,11500,Petrol,Individual,Manual,1.0,21.21,1197 ,81.80,5.0,2
2988,180000,56000,Petrol,Individual,Manual,1.0,21.1,814 ,55.2,5.0,9
2989,425000,68000,Diesel,Individual,Manual,1.0,27.3,1498 ,98.6,5.0,5
2990,409999,25000,Petrol,Individual,Manual,1.0,23.84,1199 ,84,5.0,2
2991,438999,25000,Petrol,Individual,Manual,1.0,23.84,1199 ,84,5.0,3
2992,225000,100000,Petrol,Individual,Manual,1.0,19.49,1198 ,67.04,5.0,7
2993,580000,95000,Diesel,Individual,Manual,1.0,15.96,2523 ,63,9.0,4
2994,200000,100000,Petrol,Individual,Manual,1.0,17.5,1298 ,85.8,5.0,13
2996,250000,47000,Diesel,Individual,Manual,1.0,20.3,1248 ,75,5.0,8
2997,170000,175000,Diesel,Individual,Manual,2.0,21.1,1248 ,73.9,5.0,10
2998,300000,60000,Petrol,Individual,Manual,2.0,17.5,1197 ,85.8,5.0,11
2999,160000,300000,Diesel,Individual,Manual,3.0,13.6,2523 ,63,7.0,16
3000,409999,150000,Diesel,Individual,Manual,3.0,23.4,1248 ,74,5.0,7
3001,350000,110000,Diesel,Individual,Manual,3.0,23.0,1396 ,90,5.0,9
3002,310000,25000,Petrol,Individual,Manual,1.0,25.17,799 ,53.3,5.0,2
3003,135000,95000,Petrol,Individual,Manual,3.0,19.7,796 ,46.3,5.0,11
3004,220000,100000,Diesel,Individual,Manual,1.0,21.1,1248 ,73.9,5.0,11
3005,570000,20000,Petrol,Individual,Manual,1.0,18.9,1197 ,81.86,5.0,4
3006,500000,84000,Diesel,Individual,Manual,1.0,23.4,1248 ,74,5.0,7
3007,875000,40000,Diesel,Individual,Manual,1.0,22.54,1396 ,88.73,5.0,5
3008,210000,100000,Diesel,Individual,Manual,1.0,19.1,1405 ,70,5.0,10
3009,210000,120000,Diesel,Individual,Manual,1.0,19.4,1405 ,70,5.0,10
3010,200000,80000,LPG,Individual,Manual,2.0,13.45,1086 ,62.1,5.0,11
3011,175000,175000,Petrol,Individual,Manual,2.0,19.7,796 ,46.3,5.0,10
3012,700000,30000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,4
3013,700000,30000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,4
3014,550000,28000,Petrol,Individual,Automatic,1.0,18.9,1197 ,81.86,5.0,2
3015,420000,20000,Petrol,Individual,Manual,2.0,20.3,1086 ,68,5.0,2
3016,210000,89322,Petrol,Individual,Manual,2.0,17.0,1197 ,80,5.0,12
3017,175000,76000,Diesel,Individual,Manual,1.0,25.44,936 ,57.6,5.0,8
3018,180000,70000,Petrol,Individual,Manual,2.0,19.7,796 ,46.3,5.0,9
3019,118000,110000,Petrol,Individual,Manual,2.0,19.7,796 ,46.3,5.0,14
3020,170000,120000,Diesel,Individual,Manual,2.0,16.8,1493 ,110,5.0,14
3021,120000,110000,Petrol,Individual,Manual,2.0,18.2,1061 ,64,5.0,12
3022,170000,90000,Petrol,Individual,Manual,3.0,19.7,796 ,46.3,5.0,12
3023,700000,60000,Diesel,Individual,Manual,1.0,28.4,1248 ,74,5.0,3
3024,500000,48300,Diesel,Individual,Manual,2.0,15.96,2523 ,62.1,7.0,7
3025,80000,63000,Petrol,Individual,Automatic,3.0,18.9,1061 ,67,5.0,14
3026,105000,110000,Petrol,Individual,Manual,2.0,17.7,1497 ,78,5.0,13
3027,425000,120000,Diesel,Individual,Manual,3.0,26.59,1248 ,74,5.0,5
3028,625000,23511,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,4
3029,640000,22512,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,4
3030,180000,120000,Petrol,Individual,Manual,1.0,20.36,1197 ,78.9,5.0,11
3031,155000,120000,Diesel,Individual,Manual,1.0,21.1,1248 ,73.9,5.0,12
3032,85000,100000,Petrol,Individual,Manual,3.0,18.9,1061 ,67,5.0,14
3033,250000,70000,Petrol,Individual,Manual,1.0,20.36,1197 ,78.9,5.0,10
3034,1000000,15000,Petrol,Individual,Automatic,1.0,17.01,1591 ,121.3,5.0,4
3035,350000,16500,Petrol,Individual,Manual,1.0,20.63,1198 ,67,5.0,5
3036,740000,50000,Diesel,Individual,Manual,1.0,28.4,1248 ,74.02,5.0,3
3037,300000,19000,Petrol,Individual,Manual,1.0,22.5,999 ,67,5.0,3
3038,550000,50000,Diesel,Individual,Manual,1.0,21.66,1498 ,108.62,5.0,4
3039,710000,70000,Diesel,Individual,Manual,1.0,15.96,2523 ,62.1,7.0,4
3040,700000,70000,Diesel,Individual,Manual,1.0,15.96,2523 ,62.1,7.0,4
3041,550000,120000,Diesel,Individual,Manual,1.0,15.96,2523 ,62.1,7.0,5
3042,375000,60000,LPG,Individual,Manual,1.0,19.2,1086 ,68.05,5.0,6
3043,600000,60000,Diesel,Individual,Manual,1.0,13.93,2179 ,138.03,7.0,6
3044,380000,76000,Diesel,Individual,Manual,2.0,22.9,1248 ,74,5.0,8
3045,300000,70000,Diesel,Individual,Manual,1.0,23.2,1248 ,73.94,5.0,9
3046,45000,80000,Petrol,Individual,Manual,4.0,16.1,796 ,37,4.0,23
3047,450000,210000,Diesel,Individual,Manual,2.0,12.8,2494 ,102,8.0,11
3048,475000,128000,Diesel,Individual,Manual,3.0,15.96,2523 ,63,9.0,6
3049,650000,5000,Petrol,Individual,Manual,1.0,20.0,999 ,72,7.0,2
3050,200000,70000,LPG,Individual,Manual,1.0,26.2,998 ,58.2,5.0,10
3051,350000,85000,Diesel,Individual,Manual,1.0,22.9,1248 ,74,5.0,8
